Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 22918ms | tok/sec: 22,876 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 306ms | tok/sec: 1,710,675 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 310ms | tok/sec: 1,689,578 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971713 | lrm: 1.00 | dt: 356ms | tok/sec: 1,472,961 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578771 | lrm: 1.00 | dt: 373ms | tok/sec: 1,406,540 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248857 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,062 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998090 | lrm: 1.00 | dt: 351ms | tok/sec: 1,494,288 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787108 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,617 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607025 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,638 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455187 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,737 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325422 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,791 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217121 | lrm: 1.00 | dt: 342ms | tok/sec: 1,532,781 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120771 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,852 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034944 | lrm: 1.00 | dt: 345ms | tok/sec: 1,520,015 | mfu: 36.7% | epoch: 1 | remaining: 299s    
step 00307 (32.8%) | loss: 3.175986 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,634 | mfu: 38.8% | epoch: 1 | remaining: 201s    
step 00308 (32.9%) | loss: 3.172977 | lrm: 1.00 | dt: 341ms | tok/sec: 1,536,480 | mfu: 37.1% | epoch: 1 | remaining: 201s    
step 00309 (33.0%) | loss: 3.170057 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,781 | mfu: 38.8% | epoch: 1 | remaining: 201s    
step 00310 (33.1%) | loss: 3.171991 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,771 | mfu: 39.6% | epoch: 1 | remaining: 200s    
step 00311 (33.2%) | loss: 3.172965 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,650 | mfu: 39.4% | epoch: 1 | remaining: 200s    
step 00312 (33.3%) | loss: 3.172352 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,325 | mfu: 39.3% | epoch: 1 | remaining: 200s    
step 00313 (33.4%) | loss: 3.170646 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,615 | mfu: 39.6% | epoch: 1 | remaining: 199s    
step 00314 (33.5%) | loss: 3.165992 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,075 | mfu: 39.5% | epoch: 1 | remaining: 199s    
step 00315 (33.6%) | loss: 3.164424 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,680 | mfu: 39.5% | epoch: 1 | remaining: 199s    
step 00316 (33.7%) | loss: 3.166487 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,323 | mfu: 39.7% | epoch: 1 | remaining: 198s    
step 00317 (33.8%) | loss: 3.161159 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,744 | mfu: 39.5% | epoch: 1 | remaining: 198s    
step 00318 (33.9%) | loss: 3.158765 | lrm: 1.00 | dt: 320ms | tok/sec: 1,635,963 | mfu: 39.5% | epoch: 1 | remaining: 198s    
step 00319 (34.1%) | loss: 3.159715 | lrm: 1.00 | dt: 342ms | tok/sec: 1,535,085 | mfu: 37.1% | epoch: 1 | remaining: 197s    
step 00320 (34.2%) | loss: 3.158737 | lrm: 1.00 | dt: 364ms | tok/sec: 1,441,873 | mfu: 34.8% | epoch: 1 | remaining: 197s    
step 00321 (34.3%) | loss: 3.163235 | lrm: 1.00 | dt: 351ms | tok/sec: 1,493,234 | mfu: 36.1% | epoch: 1 | remaining: 197s    
step 00322 (34.4%) | loss: 3.159891 | lrm: 1.00 | dt: 355ms | tok/sec: 1,475,456 | mfu: 35.6% | epoch: 1 | remaining: 196s    
step 00323 (34.5%) | loss: 3.156344 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,226 | mfu: 39.8% | epoch: 1 | remaining: 196s    
step 00324 (34.6%) | loss: 3.156360 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,966 | mfu: 38.8% | epoch: 1 | remaining: 196s    
step 00325 (34.7%) | loss: 3.154431 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,656 | mfu: 38.8% | epoch: 1 | remaining: 195s    
step 00326 (34.9%) | loss: 3.158123 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,673 | mfu: 40.2% | epoch: 1 | remaining: 195s    
step 00327 (35.0%) | loss: 3.162381 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,058 | mfu: 39.4% | epoch: 1 | remaining: 195s    
step 00328 (35.1%) | loss: 3.156888 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,736 | mfu: 38.9% | epoch: 1 | remaining: 194s    
step 00329 (35.2%) | loss: 3.158293 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,127 | mfu: 39.9% | epoch: 1 | remaining: 194s    
step 00330 (35.3%) | loss: 3.155507 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,544 | mfu: 38.8% | epoch: 1 | remaining: 194s    
step 00331 (35.4%) | loss: 3.157089 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,892 | mfu: 39.1% | epoch: 1 | remaining: 194s    
step 00332 (35.5%) | loss: 3.155836 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,448 | mfu: 39.5% | epoch: 1 | remaining: 193s    
step 00333 (35.6%) | loss: 3.154335 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,028 | mfu: 39.3% | epoch: 1 | remaining: 193s    
step 00334 (35.7%) | loss: 3.152623 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,798 | mfu: 39.1% | epoch: 1 | remaining: 193s    
step 00335 (35.8%) | loss: 3.149756 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,054 | mfu: 39.2% | epoch: 1 | remaining: 192s    
step 00336 (35.9%) | loss: 3.151728 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,865 | mfu: 38.5% | epoch: 1 | remaining: 192s    
step 00337 (36.0%) | loss: 3.155779 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,122 | mfu: 38.3% | epoch: 1 | remaining: 192s    
step 00338 (36.1%) | loss: 3.153297 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,025 | mfu: 39.8% | epoch: 1 | remaining: 191s    
step 00339 (36.2%) | loss: 3.153051 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,872 | mfu: 39.9% | epoch: 1 | remaining: 191s    
step 00340 (36.4%) | loss: 3.154353 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,989 | mfu: 38.9% | epoch: 1 | remaining: 191s    
step 00341 (36.5%) | loss: 3.157245 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,795 | mfu: 39.2% | epoch: 1 | remaining: 190s    
step 00342 (36.6%) | loss: 3.157386 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,909 | mfu: 39.6% | epoch: 1 | remaining: 190s    
step 00343 (36.7%) | loss: 3.152836 | lrm: 1.00 | dt: 360ms | tok/sec: 1,454,833 | mfu: 35.2% | epoch: 1 | remaining: 190s    
step 00344 (36.8%) | loss: 3.152370 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,916 | mfu: 39.6% | epoch: 1 | remaining: 189s    
step 00345 (36.9%) | loss: 3.156528 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,457 | mfu: 39.4% | epoch: 1 | remaining: 189s    
step 00346 (37.0%) | loss: 3.152236 | lrm: 1.00 | dt: 346ms | tok/sec: 1,517,473 | mfu: 36.7% | epoch: 1 | remaining: 189s    
step 00347 (37.1%) | loss: 3.147048 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,291 | mfu: 39.9% | epoch: 1 | remaining: 188s    
step 00348 (37.2%) | loss: 3.144185 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,043 | mfu: 39.5% | epoch: 1 | remaining: 188s    
step 00349 (37.3%) | loss: 3.143779 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,932 | mfu: 38.6% | epoch: 1 | remaining: 188s    
step 00350 (37.4%) | loss: 3.142500 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,724 | mfu: 39.6% | epoch: 1 | remaining: 187s    
step 00351 (37.6%) | loss: 3.141463 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,735 | mfu: 39.6% | epoch: 1 | remaining: 187s    
step 00352 (37.7%) | loss: 3.139103 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,497 | mfu: 39.0% | epoch: 1 | remaining: 187s    
step 00353 (37.8%) | loss: 3.138902 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,058 | mfu: 39.7% | epoch: 1 | remaining: 186s    
step 00354 (37.9%) | loss: 3.134011 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,151 | mfu: 39.6% | epoch: 1 | remaining: 186s    
step 00355 (38.0%) | loss: 3.128430 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,217 | mfu: 38.7% | epoch: 1 | remaining: 186s    
step 00356 (38.1%) | loss: 3.131731 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,989 | mfu: 39.5% | epoch: 1 | remaining: 185s    
step 00357 (38.2%) | loss: 3.135590 | lrm: 1.00 | dt: 346ms | tok/sec: 1,514,795 | mfu: 36.6% | epoch: 1 | remaining: 185s    
step 00358 (38.3%) | loss: 3.138764 | lrm: 1.00 | dt: 355ms | tok/sec: 1,475,701 | mfu: 35.7% | epoch: 1 | remaining: 185s    
step 00359 (38.4%) | loss: 3.140481 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,882 | mfu: 39.9% | epoch: 1 | remaining: 184s    
step 00360 (38.5%) | loss: 3.138566 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,790 | mfu: 38.2% | epoch: 1 | remaining: 184s    
step 00361 (38.6%) | loss: 3.137525 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,306 | mfu: 38.6% | epoch: 1 | remaining: 184s    
step 00362 (38.8%) | loss: 3.132438 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,753 | mfu: 39.8% | epoch: 1 | remaining: 183s    
step 00363 (38.9%) | loss: 3.133697 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,591 | mfu: 39.1% | epoch: 1 | remaining: 183s    
step 00364 (39.0%) | loss: 3.130370 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,179 | mfu: 39.1% | epoch: 1 | remaining: 183s    
step 00365 (39.1%) | loss: 3.130174 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,689 | mfu: 39.8% | epoch: 1 | remaining: 182s    
step 00366 (39.2%) | loss: 3.127529 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,676 | mfu: 39.3% | epoch: 1 | remaining: 182s    
step 00367 (39.3%) | loss: 3.129500 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,152 | mfu: 39.1% | epoch: 1 | remaining: 182s    
step 00368 (39.4%) | loss: 3.129152 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,262 | mfu: 39.8% | epoch: 1 | remaining: 181s    
step 00369 (39.5%) | loss: 3.129086 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,342 | mfu: 39.9% | epoch: 1 | remaining: 181s    
step 00370 (39.6%) | loss: 3.125171 | lrm: 1.00 | dt: 334ms | tok/sec: 1,567,587 | mfu: 37.9% | epoch: 1 | remaining: 181s    
step 00371 (39.7%) | loss: 3.123274 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,585 | mfu: 39.4% | epoch: 1 | remaining: 180s    
step 00372 (39.8%) | loss: 3.126142 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,783 | mfu: 39.3% | epoch: 1 | remaining: 180s    
step 00373 (39.9%) | loss: 3.125975 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,842 | mfu: 39.3% | epoch: 1 | remaining: 180s    
step 00374 (40.0%) | loss: 3.120506 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,003 | mfu: 39.3% | epoch: 1 | remaining: 180s    
step 00375 (40.2%) | loss: 3.119184 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,451 | mfu: 39.2% | epoch: 1 | remaining: 179s    
step 00376 (40.3%) | loss: 3.119315 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,431 | mfu: 39.0% | epoch: 1 | remaining: 179s    
step 00377 (40.4%) | loss: 3.117107 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,348 | mfu: 39.2% | epoch: 1 | remaining: 179s    
step 00378 (40.5%) | loss: 3.117213 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,906 | mfu: 39.4% | epoch: 1 | remaining: 178s    
step 00379 (40.6%) | loss: 3.114774 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,897 | mfu: 39.2% | epoch: 1 | remaining: 178s    
step 00380 (40.7%) | loss: 3.108712 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,882 | mfu: 39.7% | epoch: 1 | remaining: 178s    
step 00381 (40.8%) | loss: 3.111048 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,906 | mfu: 39.6% | epoch: 1 | remaining: 177s    
step 00382 (40.9%) | loss: 3.107958 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,893 | mfu: 39.2% | epoch: 1 | remaining: 177s    
step 00383 (41.0%) | loss: 3.106470 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,418 | mfu: 39.4% | epoch: 1 | remaining: 177s    
step 00384 (41.1%) | loss: 3.107113 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,146 | mfu: 39.8% | epoch: 1 | remaining: 176s    
step 00385 (41.2%) | loss: 3.109726 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,970 | mfu: 39.3% | epoch: 1 | remaining: 176s    
step 00386 (41.3%) | loss: 3.112757 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,704 | mfu: 39.7% | epoch: 1 | remaining: 176s    
step 00387 (41.4%) | loss: 3.111683 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,464 | mfu: 39.3% | epoch: 1 | remaining: 175s    
step 00388 (41.5%) | loss: 3.109583 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,270 | mfu: 39.4% | epoch: 1 | remaining: 175s    
step 00389 (41.7%) | loss: 3.109702 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,802 | mfu: 39.5% | epoch: 1 | remaining: 175s    
step 00390 (41.8%) | loss: 3.109316 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,691 | mfu: 39.1% | epoch: 1 | remaining: 174s    
step 00391 (41.9%) | loss: 3.106984 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,318 | mfu: 38.1% | epoch: 1 | remaining: 174s    
step 00392 (42.0%) | loss: 3.101765 | lrm: 1.00 | dt: 331ms | tok/sec: 1,581,660 | mfu: 38.2% | epoch: 1 | remaining: 174s    
step 00393 (42.1%) | loss: 3.101953 | lrm: 1.00 | dt: 399ms | tok/sec: 1,312,393 | mfu: 31.7% | epoch: 1 | remaining: 173s    
step 00394 (42.2%) | loss: 3.098094 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,682 | mfu: 38.6% | epoch: 1 | remaining: 173s    
step 00395 (42.3%) | loss: 3.092729 | lrm: 1.00 | dt: 314ms | tok/sec: 1,668,766 | mfu: 40.3% | epoch: 1 | remaining: 173s    
step 00396 (42.4%) | loss: 3.086883 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,464 | mfu: 38.4% | epoch: 1 | remaining: 172s    
step 00397 (42.6%) | loss: 3.090005 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,430 | mfu: 38.8% | epoch: 1 | remaining: 172s    
step 00398 (42.7%) | loss: 3.091904 | lrm: 1.00 | dt: 314ms | tok/sec: 1,671,203 | mfu: 40.4% | epoch: 1 | remaining: 172s    
step 00399 (42.8%) | loss: 3.084102 | lrm: 1.00 | dt: 349ms | tok/sec: 1,501,972 | mfu: 36.3% | epoch: 1 | remaining: 171s    
step 00400 (42.9%) | loss: 3.082732 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,925 | mfu: 39.6% | epoch: 1 | remaining: 171s    
step 00401 (43.0%) | loss: 3.077274 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,051 | mfu: 40.1% | epoch: 1 | remaining: 171s    
step 00402 (43.1%) | loss: 3.077595 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,005 | mfu: 38.1% | epoch: 1 | remaining: 170s    
step 00403 (43.2%) | loss: 3.076191 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,411 | mfu: 38.9% | epoch: 1 | remaining: 170s    
step 00404 (43.3%) | loss: 3.074925 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,212 | mfu: 39.6% | epoch: 1 | remaining: 170s    
step 00405 (43.4%) | loss: 3.075736 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,622 | mfu: 39.1% | epoch: 1 | remaining: 169s    
step 00406 (43.5%) | loss: 3.079546 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,413 | mfu: 38.9% | epoch: 1 | remaining: 169s    
step 00407 (43.6%) | loss: 3.081976 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,938 | mfu: 40.1% | epoch: 1 | remaining: 169s    
step 00408 (43.7%) | loss: 3.075552 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,462 | mfu: 39.2% | epoch: 1 | remaining: 168s    
step 00409 (43.8%) | loss: 3.077804 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,009 | mfu: 39.3% | epoch: 1 | remaining: 168s    
step 00410 (44.0%) | loss: 3.083821 | lrm: 1.00 | dt: 316ms | tok/sec: 1,658,331 | mfu: 40.1% | epoch: 1 | remaining: 168s    
step 00411 (44.1%) | loss: 3.089167 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,882 | mfu: 39.2% | epoch: 1 | remaining: 167s    
step 00412 (44.2%) | loss: 3.086531 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,003 | mfu: 39.3% | epoch: 1 | remaining: 167s    
step 00413 (44.3%) | loss: 3.089214 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,628 | mfu: 39.1% | epoch: 1 | remaining: 167s    
step 00414 (44.4%) | loss: 3.087316 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,393 | mfu: 39.0% | epoch: 1 | remaining: 167s    
step 00415 (44.5%) | loss: 3.085231 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,956 | mfu: 38.7% | epoch: 1 | remaining: 166s    
step 00416 (44.6%) | loss: 3.087047 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,706 | mfu: 39.5% | epoch: 1 | remaining: 166s    
step 00417 (44.7%) | loss: 3.089272 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,838 | mfu: 39.4% | epoch: 1 | remaining: 166s    
step 00418 (44.8%) | loss: 3.088794 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,617 | mfu: 39.1% | epoch: 1 | remaining: 165s    
step 00419 (44.9%) | loss: 3.082194 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,542 | mfu: 39.6% | epoch: 1 | remaining: 165s    
step 00420 (45.0%) | loss: 3.080553 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,005 | mfu: 38.6% | epoch: 1 | remaining: 165s    
step 00421 (45.1%) | loss: 3.076654 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,171 | mfu: 38.5% | epoch: 1 | remaining: 164s    
step 00422 (45.2%) | loss: 3.075982 | lrm: 1.00 | dt: 343ms | tok/sec: 1,530,638 | mfu: 37.0% | epoch: 1 | remaining: 164s    
step 00423 (45.4%) | loss: 3.082063 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,382 | mfu: 38.4% | epoch: 1 | remaining: 164s    
step 00424 (45.5%) | loss: 3.082979 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,899 | mfu: 39.4% | epoch: 1 | remaining: 163s    
step 00425 (45.6%) | loss: 3.083541 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,368 | mfu: 38.9% | epoch: 1 | remaining: 163s    
step 00426 (45.7%) | loss: 3.078392 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,275 | mfu: 39.9% | epoch: 1 | remaining: 163s    
step 00427 (45.8%) | loss: 3.078539 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,676 | mfu: 39.4% | epoch: 1 | remaining: 162s    
step 00428 (45.9%) | loss: 3.075524 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,331 | mfu: 38.8% | epoch: 1 | remaining: 162s    
step 00429 (46.0%) | loss: 3.069887 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,317 | mfu: 40.0% | epoch: 1 | remaining: 162s    
step 00430 (46.1%) | loss: 3.072275 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,262 | mfu: 38.0% | epoch: 1 | remaining: 161s    
step 00431 (46.2%) | loss: 3.072492 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,205 | mfu: 39.2% | epoch: 1 | remaining: 161s    
step 00432 (46.3%) | loss: 3.071190 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,184 | mfu: 39.7% | epoch: 1 | remaining: 161s    
step 00433 (46.4%) | loss: 3.068449 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,338 | mfu: 39.4% | epoch: 1 | remaining: 160s    
step 00434 (46.5%) | loss: 3.073041 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,166 | mfu: 38.4% | epoch: 1 | remaining: 160s    
step 00435 (46.7%) | loss: 3.069226 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,266 | mfu: 39.9% | epoch: 1 | remaining: 160s    
step 00436 (46.8%) | loss: 3.071735 | lrm: 1.00 | dt: 362ms | tok/sec: 1,448,397 | mfu: 35.0% | epoch: 1 | remaining: 159s    
step 00437 (46.9%) | loss: 3.075882 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,146 | mfu: 38.7% | epoch: 1 | remaining: 159s    
step 00438 (47.0%) | loss: 3.076795 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,600 | mfu: 37.5% | epoch: 1 | remaining: 159s    
step 00439 (47.1%) | loss: 3.077593 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,761 | mfu: 38.3% | epoch: 1 | remaining: 158s    
step 00440 (47.2%) | loss: 3.075601 | lrm: 1.00 | dt: 383ms | tok/sec: 1,368,606 | mfu: 33.1% | epoch: 1 | remaining: 158s    
step 00441 (47.3%) | loss: 3.084125 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,417 | mfu: 40.0% | epoch: 1 | remaining: 158s    
step 00442 (47.4%) | loss: 3.085904 | lrm: 1.00 | dt: 314ms | tok/sec: 1,671,450 | mfu: 40.4% | epoch: 1 | remaining: 157s    
step 00443 (47.6%) | loss: 3.079983 | lrm: 1.00 | dt: 333ms | tok/sec: 1,572,917 | mfu: 38.0% | epoch: 1 | remaining: 157s    
step 00444 (47.7%) | loss: 3.083365 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,273 | mfu: 39.5% | epoch: 1 | remaining: 157s    
step 00445 (47.8%) | loss: 3.083290 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,572 | mfu: 39.9% | epoch: 1 | remaining: 156s    
step 00446 (47.9%) | loss: 3.081168 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,696 | mfu: 38.3% | epoch: 1 | remaining: 156s    
step 00447 (48.0%) | loss: 3.074456 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,072 | mfu: 39.8% | epoch: 1 | remaining: 156s    
step 00448 (48.1%) | loss: 3.073597 | lrm: 1.00 | dt: 316ms | tok/sec: 1,658,934 | mfu: 40.1% | epoch: 1 | remaining: 155s    
step 00449 (48.2%) | loss: 3.073057 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,839 | mfu: 39.3% | epoch: 1 | remaining: 155s    
step 00450 (48.3%) | loss: 3.071299 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,979 | mfu: 38.5% | epoch: 1 | remaining: 155s    
step 00451 (48.4%) | loss: 3.069746 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,358 | mfu: 39.8% | epoch: 1 | remaining: 154s    
step 00452 (48.5%) | loss: 3.065115 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,968 | mfu: 39.0% | epoch: 1 | remaining: 154s    
step 00453 (48.6%) | loss: 3.066992 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,668 | mfu: 39.3% | epoch: 1 | remaining: 154s    
step 00454 (48.7%) | loss: 3.062321 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,518 | mfu: 39.9% | epoch: 1 | remaining: 153s    
step 00455 (48.8%) | loss: 3.063967 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,545 | mfu: 39.3% | epoch: 1 | remaining: 153s    
step 00456 (49.0%) | loss: 3.064865 | lrm: 1.00 | dt: 344ms | tok/sec: 1,526,158 | mfu: 36.9% | epoch: 1 | remaining: 153s    
step 00457 (49.1%) | loss: 3.064392 | lrm: 1.00 | dt: 367ms | tok/sec: 1,427,762 | mfu: 34.5% | epoch: 1 | remaining: 152s    
step 00458 (49.2%) | loss: 3.063161 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,016 | mfu: 38.7% | epoch: 1 | remaining: 152s    
step 00459 (49.3%) | loss: 3.062980 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,378 | mfu: 39.8% | epoch: 1 | remaining: 152s    
step 00460 (49.4%) | loss: 3.060425 | lrm: 1.00 | dt: 334ms | tok/sec: 1,569,885 | mfu: 37.9% | epoch: 1 | remaining: 151s    
step 00461 (49.5%) | loss: 3.058847 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,576 | mfu: 40.2% | epoch: 1 | remaining: 151s    
